date,water_level_varanasi,discharge_cumec,rain_varanasi_mm,rain_upstream_avg_mm,temperature_c,humidity_pct,basin_area_pct,flood_label,mean_elevation_m,mean_slope,basin_relief_m,flow_accumulation,twi,network_density
04-02-2018,68.64,13578.43,83.21,109.49,25.47,70.09,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
05-02-2018,66.77,9222.58,15.67,19.83,28.63,62.83,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
06-02-2018,68.59,13643.01,110.53,117.73,28.85,90.13,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
07-02-2018,66.77,8965.03,25.54,27.48,35.27,87.95,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
08-02-2018,69.03,14403.25,106.49,127.56,25.97,82.34,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
09-02-2018,66.85,11415.85,30.76,58.35,30.49,78.43,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
10-02-2018,67.77,13070.18,74.01,97.8,24.71,67.09,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
11-02-2018,67.87,13107.63,108.68,106.89,25.42,85.07,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
12-02-2018,66.28,9924.98,44.79,42.61,28.97,75.16,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
13-02-2018,67.13,11882.61,84.56,85.82,35.33,94.75,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
14-02-2018,68.59,14560.75,100.72,125.46,33.81,83.37,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
15-02-2018,68.94,14109.57,90.71,117.07,24.58,81.94,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
16-02-2018,68.5,12106.53,68.27,91.75,33.57,77.47,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
17-02-2018,65.79,8134.29,16.15,6.47,32.74,66.24,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
18-02-2018,67.53,11912.72,89.29,81.69,29.99,80.37,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
19-02-2018,66.52,10922.31,53.33,53.01,25.41,94.21,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
20-02-2018,68.96,13296.21,95.47,106.46,32.49,63.64,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
21-02-2018,67.94,11060.62,61.95,69.14,34.31,62.44,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
22-02-2018,68.08,12356.24,72.67,87.1,33.77,60.86,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
23-02-2018,67.6,11286.48,30.28,57.73,31.3,80.32,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
24-02-2018,66.96,11732.63,49.9,70.12,35.19,63.09,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
25-02-2018,66.91,10779.37,68.65,63.57,32.87,85.89,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
26-02-2018,68.53,14672.89,109.47,131.69,24.21,93.2,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
27-02-2018,66.98,10765.18,27.9,45.82,34.86,85.18,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
28-02-2018,67.19,10843.56,63.2,63.03,33.76,73.24,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
01-03-2018,67.18,10624.66,15.98,43.68,24.46,71.01,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
02-03-2018,69.48,14207.38,110.93,132.78,34.88,94.75,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
03-03-2018,66.55,9982.75,47.43,45.34,33.49,60.3,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
04-03-2018,66.33,8486.89,5.79,14.51,32.49,75.82,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
05-03-2018,67.74,11339.36,48.78,66.3,24.89,70.04,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
06-03-2018,67.66,13491.61,106.33,117.48,33.13,88.84,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
07-03-2018,69.13,13861.8,96.78,112.18,31.95,60.56,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
08-03-2018,67.77,13273.93,74.59,100.46,29.9,86.98,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
09-03-2018,69.63,15445.63,116.33,143.51,34.25,85.95,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
10-03-2018,67.38,12837.08,83.95,87.39,27.55,90.62,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
11-03-2018,68.52,12231.55,56.12,84.05,29.79,81.32,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
12-03-2018,66.85,11388.34,38.51,58.29,24.98,71.11,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
13-03-2018,67.1,11769.47,70.13,77.71,25.75,88.03,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
14-03-2018,67.01,12639.84,96.5,90.42,27.24,74.0,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
15-03-2018,66.84,10638.0,56.6,51.09,24.6,75.01,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
16-03-2018,68.06,13069.24,98.66,99.25,25.34,74.93,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
17-03-2018,66.18,8881.6,28.92,24.78,35.59,79.03,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
18-03-2018,67.27,12712.97,65.05,86.53,33.64,86.58,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
19-03-2018,67.72,9696.82,43.59,43.8,30.5,89.01,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
20-03-2018,65.97,8556.01,16.05,18.7,30.42,65.65,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
21-03-2018,67.55,14021.6,118.11,110.67,27.54,61.94,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
22-03-2018,65.81,8285.65,15.09,14.77,34.05,87.88,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
23-03-2018,68.38,12293.06,49.48,77.13,33.37,93.18,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
24-03-2018,68.79,12915.94,84.41,95.23,35.54,72.11,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
25-03-2018,66.7,11745.93,68.97,83.64,30.59,68.81,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
26-03-2018,68.83,12596.22,93.38,98.98,28.53,63.83,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
27-03-2018,67.35,9432.05,5.51,33.38,34.78,75.74,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
28-03-2018,67.5,11357.89,73.32,67.36,32.08,92.26,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
29-03-2018,66.82,10581.14,59.83,50.63,35.53,75.03,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
30-03-2018,69.15,13496.93,88.95,116.13,29.01,81.36,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
31-03-2018,67.7,9568.66,34.48,38.26,28.27,73.13,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
01-04-2018,66.29,8927.28,21.33,27.24,30.98,86.17,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
02-04-2018,68.4,12120.41,63.65,76.13,34.92,88.73,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
03-04-2018,67.75,12500.01,63.67,84.69,33.46,73.2,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
04-04-2018,67.33,11932.81,69.6,83.85,32.26,60.97,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
05-04-2018,67.63,10151.4,53.4,48.15,29.05,92.01,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
06-04-2018,68.21,11897.23,55.22,71.79,26.81,88.81,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
07-04-2018,66.94,10033.72,32.1,37.86,32.59,89.82,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
08-04-2018,67.4,11571.64,55.25,73.77,28.49,62.58,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
09-04-2018,67.67,14064.16,116.98,130.19,32.34,85.2,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
10-04-2018,67.3,9500.38,6.31,30.41,25.58,66.03,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
11-04-2018,67.28,11555.52,71.96,68.98,34.41,81.72,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
12-04-2018,66.93,10917.5,64.71,62.41,35.45,88.52,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
13-04-2018,67.94,14380.81,116.67,119.26,33.03,85.53,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
14-04-2018,66.37,10333.03,30.67,52.2,33.89,61.13,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
15-04-2018,68.49,12484.12,60.69,79.94,27.62,87.33,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
16-04-2018,67.0,11763.64,67.59,81.4,31.51,70.84,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
17-04-2018,69.37,15314.31,109.39,137.06,33.73,76.24,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
18-04-2018,67.5,12918.33,102.06,94.77,29.33,78.66,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
19-04-2018,68.17,10941.68,60.25,67.91,30.3,87.07,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
20-04-2018,65.86,9732.63,31.87,27.58,28.81,82.05,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
21-04-2018,68.22,14140.92,107.19,115.92,30.58,85.82,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
22-04-2018,68.06,11025.26,52.54,63.43,33.03,94.86,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
23-04-2018,68.13,14050.51,109.04,128.25,27.76,88.25,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
24-04-2018,67.03,10544.04,29.96,49.93,32.5,67.88,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
25-04-2018,66.23,10984.72,35.19,51.04,26.75,78.43,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
26-04-2018,67.12,12601.03,95.58,98.97,24.65,76.15,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
27-04-2018,68.04,10562.62,42.49,55.34,28.23,60.2,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
28-04-2018,66.06,8490.84,5.99,2.84,24.94,68.57,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
29-04-2018,66.72,10092.95,33.2,38.49,27.66,92.26,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
30-04-2018,68.12,12277.49,81.05,84.98,29.66,80.98,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
01-05-2018,67.48,12916.56,94.48,107.89,31.6,71.44,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
02-05-2018,67.48,12779.14,76.36,104.55,32.82,65.95,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
03-05-2018,67.12,9898.05,30.4,30.16,33.65,81.96,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
04-05-2018,68.75,12766.54,84.6,94.44,35.57,76.75,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
05-05-2018,67.35,12155.57,49.59,74.01,27.95,64.85,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
06-05-2018,67.71,12323.28,53.09,78.15,29.92,92.78,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
07-05-2018,66.15,8830.18,9.62,12.44,30.76,86.44,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
08-05-2018,68.46,13029.61,82.69,100.96,28.91,77.16,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
09-05-2018,66.75,10973.8,33.29,57.79,25.65,84.96,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
10-05-2018,67.66,11466.32,34.64,63.68,33.25,63.82,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
11-05-2018,67.43,12761.35,75.05,93.34,30.57,80.36,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
12-05-2018,66.74,9032.51,10.19,14.15,31.23,77.84,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
13-05-2018,67.12,9761.9,43.65,39.99,31.31,60.1,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
14-05-2018,66.78,11691.81,57.68,73.58,28.98,74.84,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
15-05-2018,66.39,11156.49,60.43,55.57,35.76,86.43,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
16-05-2018,69.05,13617.3,112.72,106.44,32.04,86.35,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
17-05-2018,67.47,12970.48,100.37,93.39,24.29,88.32,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
18-05-2018,67.78,14165.82,102.37,122.53,31.66,72.29,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
19-05-2018,68.9,14329.22,105.43,117.08,25.25,70.08,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
20-05-2018,66.96,9192.94,20.84,31.23,25.51,79.95,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
21-05-2018,65.85,9564.7,34.31,36.59,33.2,67.6,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
22-05-2018,68.44,14842.88,113.82,128.1,26.16,92.62,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
23-05-2018,67.14,12099.1,73.48,84.82,25.6,83.05,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
24-05-2018,67.29,12414.37,62.27,81.49,33.75,94.67,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
25-05-2018,65.92,9918.38,46.03,40.94,25.25,76.89,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
26-05-2018,66.16,8768.93,22.01,18.79,33.6,68.64,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
27-05-2018,67.63,10143.59,22.44,42.78,33.34,80.24,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
28-05-2018,68.24,11299.47,66.67,74.51,25.17,68.29,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
29-05-2018,65.94,9356.41,35.99,28.59,25.46,61.46,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
30-05-2018,67.39,9636.87,19.24,23.36,24.74,70.75,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
31-05-2018,67.32,9097.25,15.44,31.2,27.58,91.28,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
01-06-2018,68.04,10522.69,64.08,56.66,25.08,86.05,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
02-06-2018,65.88,9181.34,29.23,23.99,26.06,67.57,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
03-06-2018,66.16,10714.67,42.62,53.08,29.92,77.59,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
04-06-2018,66.86,11143.78,51.59,65.98,35.05,66.84,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
05-06-2018,67.39,10616.67,26.66,53.25,35.14,82.59,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
06-06-2018,68.59,12795.48,64.41,93.12,28.27,93.01,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
07-06-2018,66.49,8753.99,9.57,8.1,35.39,72.85,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
08-06-2018,67.8,9959.93,26.09,44.21,31.06,61.08,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
09-06-2018,66.9,11586.25,64.43,80.61,26.88,72.25,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
10-06-2018,68.53,12934.97,102.05,97.06,26.25,75.69,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
11-06-2018,66.56,11773.02,54.59,72.02,32.21,74.31,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
12-06-2018,68.42,14022.9,115.44,118.74,32.08,79.08,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
13-06-2018,68.3,11549.02,60.71,67.37,33.57,63.75,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
14-06-2018,67.88,13627.72,92.19,103.64,24.88,83.3,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
15-06-2018,66.79,10529.65,32.51,49.61,35.53,83.13,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
16-06-2018,67.72,12000.16,53.24,71.9,27.73,66.92,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
17-06-2018,67.99,10947.4,35.27,49.91,30.14,72.45,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
18-06-2018,67.68,13546.51,119.39,116.48,33.38,64.78,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
19-06-2018,66.82,11201.01,40.18,56.79,32.46,86.87,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
20-06-2018,67.13,12302.21,90.52,93.35,24.02,83.47,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
21-06-2018,65.79,7758.92,9.66,1.68,29.64,92.72,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
22-06-2018,66.04,7994.48,4.04,7.55,34.68,67.21,100,0,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
23-06-2018,66.23,10975.23,47.44,59.55,32.86,69.11,100,1,38.8171313424085,191.5687391718824,89.96976470947266,2800000.0,9.7,0.0011352992938905
